tweetid,userid,screen_name,date,lang,location,text,tweet_type,followers_count,favourites_count,verified,hashtag,urls_list,account_creation_date,mentionid,mentionsn,rt_screen,rt_userid,rt_rt_count,rt_fav_count,rt_tweetid
1274285355072491521,830305321,pj_hurt,sat jun 20 10:17:58 +0000 2020,en,usa,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,25652,38865,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",tue sep 18 03:39:24 +0000 2012,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6546,23326,1.2742017835906212e+18
1274285421128810496,971305685425246209,tannerthe2nd,sat jun 20 10:18:14 +0000 2020,en,"michigan, usa",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,3191,27505,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",wed mar 07 08:44:56 +0000 2018,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6547,23339,1.2742017835906212e+18
1274285449272385536,1079128491952693248,theone79972736,sat jun 20 10:18:20 +0000 2020,en,home,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,376,34588,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",sat dec 29 21:34:16 +0000 2018,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6548,23342,1.2742017835906212e+18
1274285504448651265,94338163,theheaven,sat jun 20 10:18:33 +0000 2020,en,,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,263,331,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",thu dec 03 14:21:08 +0000 2009,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6548,23346,1.2742017835906212e+18
1274285530121932800,76169165,kobalt746,sat jun 20 10:18:40 +0000 2020,en,"cartagena, colombia",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,2044,105702,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",mon sep 21 22:42:01 +0000 2009,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6549,23350,1.2742017835906212e+18
1274285535478067200,470645152,537mel,sat jun 20 10:18:41 +0000 2020,en,usa,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,20645,28751,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",sun jan 22 00:28:52 +0000 2012,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6550,23351,1.2742017835906212e+18
1274285571393888257,62089062,cherylmm2,sat jun 20 10:18:49 +0000 2020,en,,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,5107,65168,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",sat aug 01 18:30:03 +0000 2009,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6552,23353,1.2742017835906212e+18
1274285619485818882,1220139667183624200,zrich41141664,sat jun 20 10:19:01 +0000 2020,en,,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,498,4002,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",thu jan 23 00:22:54 +0000 2020,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6551,23360,1.2742017835906212e+18
1274285634564141057,2404148318,europenextyear,sat jun 20 10:19:05 +0000 2020,en,united states,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,6590,93916,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",sat mar 22 15:13:27 +0000 2014,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6552,23364,1.2742017835906212e+18
1274285642353012736,867143654044966913,maga_texas,sat jun 20 10:19:06 +0000 2020,en,"texas, usa",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,17575,84800,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",tue may 23 22:22:12 +0000 2017,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6552,23363,1.2742017835906212e+18
1274285651849027584,926493581027823616,sheryllawrinso1,sat jun 20 10:19:09 +0000 2020,en,,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,409,5636,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",fri nov 03 16:57:37 +0000 2017,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6553,23363,1.2742017835906212e+18
1274285714637598720,1259592289,terrence1682003,sat jun 20 10:19:24 +0000 2020,en,,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,112,37414,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",mon mar 11 14:23:38 +0000 2013,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6555,23371,1.2742017835906212e+18
1274285731305775105,1108544917142491144,hoosierhick1,sat jun 20 10:19:28 +0000 2020,en,,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,3184,15888,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",thu mar 21 01:44:38 +0000 2019,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6556,23378,1.2742017835906212e+18
1274285760192151555,713444715790786561,buffeversmoke,sat jun 20 10:19:34 +0000 2020,en,"florida, usa",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,178,37957,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",fri mar 25 19:17:30 +0000 2016,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6557,23383,1.2742017835906212e+18
1274285787970928640,111645399,d2gls,sat jun 20 10:19:41 +0000 2020,en,usa,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,19671,72598,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",fri feb 05 17:20:52 +0000 2010,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6558,23388,1.2742017835906212e+18
1274285804010037248,264180133,noam_a_rotem,sat jun 20 10:19:45 +0000 2020,en,"tel aviv, israel",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,970,12133,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",fri mar 11 13:36:36 +0000 2011,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6559,23388,1.2742017835906212e+18
1274285828894797824,1250890583654219776,denisesmontgom1,sat jun 20 10:19:51 +0000 2020,en,"northern ireland,",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,1375,8112,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",thu apr 16 20:57:35 +0000 2020,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6560,23392,1.2742017835906212e+18
1274285849807552512,19529730,shoostreet,sat jun 20 10:19:56 +0000 2020,en,london uk,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,1766,12775,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",mon jan 26 11:32:33 +0000 2009,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6561,23396,1.2742017835906212e+18
1274285917134557184,123697785,raca2401,sat jun 20 10:20:12 +0000 2020,en,"catia la mar, venezuela",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,162,26330,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",tue mar 16 23:36:11 +0000 2010,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6562,23406,1.2742017835906212e+18
1274285938290688000,1145022213675978752,silents64263909,sat jun 20 10:20:17 +0000 2020,en,,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,3859,102871,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",sat jun 29 17:32:24 +0000 2019,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6563,23411,1.2742017835906212e+18
1274286139294220289,824243885392232449,clcowan1969,sat jun 20 10:21:05 +0000 2020,en,"new jersey, usa",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,299,31965,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",wed jan 25 13:13:50 +0000 2017,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6567,23438,1.2742017835906212e+18
1274286172894908417,805051698058248192,susandoig1,sat jun 20 10:21:13 +0000 2020,en,united states,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,108,25976,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",sat dec 03 14:10:56 +0000 2016,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6568,23442,1.2742017835906212e+18
1274286179635154945,796839029723504640,aaroque2016,sat jun 20 10:21:14 +0000 2020,en,"florida, usa",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,1935,325992,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",thu nov 10 22:16:44 +0000 2016,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6568,23441,1.2742017835906212e+18
1274286197972615168,897477724402573316,hjextor,sat jun 20 10:21:19 +0000 2020,en, tx,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,975,66044,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",tue aug 15 15:18:58 +0000 2017,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6570,23446,1.2742017835906212e+18
1274286226846224386,219682475,teddylikestrump,sat jun 20 10:21:26 +0000 2020,en,usa,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,1139,34769,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",thu nov 25 15:28:51 +0000 2010,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6571,23449,1.2742017835906212e+18
1274286273847533568,787944571451965440,mothertmaz,sat jun 20 10:21:37 +0000 2020,en,"ohio, usa",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,7763,109847,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",mon oct 17 09:13:19 +0000 2016,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6572,23449,1.2742017835906212e+18
1274286369435770880,2185399971,angelsrus,sat jun 20 10:22:00 +0000 2020,en,,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,79,21934,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",mon nov 18 02:23:04 +0000 2013,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6575,23470,1.2742017835906212e+18
1274286403531259904,1158853493307957248,edhuber9,sat jun 20 10:22:08 +0000 2020,en,"houston, texas",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,72,8998,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",tue aug 06 21:32:58 +0000 2019,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6576,23470,1.2742017835906212e+18
1274286405984935936,4835706783,tonitattles,sat jun 20 10:22:08 +0000 2020,en,"indiana, usa",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,2104,160333,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",fri jan 22 17:37:22 +0000 2016,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6576,23473,1.2742017835906212e+18
1274286434090975232,477174486,ezridersos,sat jun 20 10:22:15 +0000 2020,en,"iowa, usa",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,20162,173009,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",sat jan 28 22:37:24 +0000 2012,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6578,23479,1.2742017835906212e+18
1274286437861556224,820313688649461761,montaukmalli,sat jun 20 10:22:16 +0000 2020,en,"montauk, ny",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,74,25295,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",sat jan 14 16:56:38 +0000 2017,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6579,23482,1.2742017835906212e+18
1274286485819330560,2573939444,gary9758,sat jun 20 10:22:27 +0000 2020,en,"iowa, usa",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,16368,187519,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",wed jun 18 02:07:06 +0000 2014,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6580,23489,1.2742017835906212e+18
1274286524461453312,1379361276,grace2bfree,sat jun 20 10:22:37 +0000 2020,en,north carolina,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,12471,107522,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",thu apr 25 12:43:32 +0000 2013,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6581,23493,1.2742017835906212e+18
1274286552915628033,49498848,trumpgets3terms,sat jun 20 10:22:43 +0000 2020,en,pennsylvania,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,5268,23333,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",mon jun 22 01:52:05 +0000 2009,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6582,23493,1.2742017835906212e+18
1274286553934688257,2473048608,diswanson77,sat jun 20 10:22:44 +0000 2020,en,"california, usa",rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,3503,257292,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",thu may 01 21:29:18 +0000 2014,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6582,23495,1.2742017835906212e+18
1274286554316447744,967356201964113920,2600khz,sat jun 20 10:22:44 +0000 2020,en,united states,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,5332,42530,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",sat feb 24 11:11:05 +0000 2018,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6582,23498,1.2742017835906212e+18
1274286557097332736,1101466473762033665,williswihart,sat jun 20 10:22:44 +0000 2020,en,northeastern indiana,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,273,39345,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",fri mar 01 12:57:26 +0000 2019,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6585,23494,1.2742017835906212e+18
1274286691751247872,787665629172162560,ko92792,sat jun 20 10:23:17 +0000 2020,en,,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,2971,53822,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",sun oct 16 14:44:55 +0000 2016,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6587,23511,1.2742017835906212e+18
1274286705995104256,2986089359,liger57,sat jun 20 10:23:20 +0000 2020,en,virginia,rt @realdonaldtrump: watch live: trump supporters descend on tulsa on eve of trump rally https://t.co/0nxmjzvqdt via @breitbartnews thank y…,retweeted_tweet_without_comment,25140,95823,false,[],"[{'url': 'https://t.co/0nxmjzvqdt', 'expanded_url': 'https://www.breitbart.com/politics/2020/06/19/watch-live-trump-supporters-descend-on-tulsa-on-eve-of-trump-rally/', 'display_url': 'breitbart.com/politics/2020/…', 'indices': [89, 112]}]",mon jan 19 17:43:50 +0000 2015,"[25073877, 457984599]","['realdonaldtrump', 'breitbartnews']",realdonaldtrump,25073877.0,6588,23514,1.2742017835906212e+18
